fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
0.18535196765478837,-0.1018887300650445,0.2096514570574771,3.0415719843935047,-0.039181055286773056,0.5875708906021344,0.7607544946699442,2.4827481977161687,-1.2899281635711668,-0.35548818461540654,-1.470395738044476
-0.6222623966359855,0.1881792573242526,0.04629364818471899,-0.8876343491195011,0.13398062950084852,-1.21393269819975,-0.12043310968054331,0.07247003274049142,0.6899243787256494,-0.003091588416539527,-0.8951743063579298
1.4544602543974323,-0.005199400935278622,0.5363670748029942,0.20266897902808698,0.17727105069775392,-0.28412439430200326,-0.9320532715823081,0.45122803009381435,0.4259440397527402,-0.44358733366512343,-0.40212736491231843
0.41609892888072386,-0.48864604658410776,-0.11706416068803956,0.5318171535632078,0.5235944202729967,0.7037969285893527,1.1317808543964651,0.6233907561635273,-0.03602155344984944,-0.7959839298639905,-0.5664763453941885
-0.7376358772489527,0.3815579155837844,-1.4239266316701067,0.22324073993653196,-0.039181055286773056,-0.28412439430200326,-0.02767651974891306,0.38236293966594437,-0.10201663819307528,-0.1792898865159733,-0.8129998161169948
1.4544602543974323,-0.5853353757138736,0.7814037881121315,-0.9082061100279463,-0.08247147648367845,-0.4003504322892216,-0.190000552129266,0.003604942312621482,0.16196370077983394,-0.35548818461540654,0.33744304725609936
1.4544602543974323,-0.1018887300650445,0.618045979239373,-0.9184919904821688,-0.5586661096496373,-1.3882717551805777,-1.7204842860011653,-1.0293714141055423,-1.3559232483143926,0.6136024549314787,1.159187949665452
2.0313276574622705,-0.48864604658410776,0.5363670748029942,-0.3527685654999297,-0.4720852672558264,-1.0395936412189226,-0.6537835017874173,0.31349784923807444,-0.3659969771659845,0.349305007782328,-0.7308253258760599
1.2237132931714978,-0.9720926922329369,0.2913303614938564,-0.9699213927532815,-0.25563316127129976,-1.0977066602125318,-1.4422145162062745,-0.6161808715382845,-0.10201663819307528,1.230296498279496,0.17309406677422937
-0.2761419547970827,-1.1654713504924683,0.5363670748029942,-0.9082061100279463,-0.08247147648367845,0.7619099475829619,0.1346475126314399,-0.8916412332498024,2.2738064125631046,0.2612058587326111,1.4878859106291935
1.6852072156233688,1.348451206881442,2.3333029724033363,2.7432814512210517,-0.25563316127129976,0.3551188146276977,0.8071327896357593,2.207287836004689,-1.4219183330576213,1.5826930944783633,-0.7308253258760599
